reception_player,team,Receptions,Yards,Touchdowns
Jordan Garrison,Cal Poly,24,344.0,3.0
Jordan Anderson,Sacramento State,21,344.0,0.0
Joshua Long,Eastern Michigan,36,343.0,2.0
Caleb Hawkins,North Texas,28,342.0,1.0
Deyandre Ruffin,South Carolina State,31,342.0,0.0
Houston Thomas,UTSA,33,342.0,1.0
Kristian Ingman,Portland State,23,342.0,0.0
Hudson Clement,Illinois,30,342.0,0.0
Corri Milliner,UAB,24,341.0,3.0
Logan Mauldin,McNeese,26,341.0,1.0
Marcus Calwise Jr.,Eastern Kentucky,27,341.0,1.0
Javen Jacobs,Utah State,39,341.0,2.0
Dallas Dudley,Abilene Christian,31,341.0,1.0
Ayden Price,Northern Iowa,19,340.0,1.0
Jack Martens,South Dakota,25,339.0,0.0
Lance Mason,Wisconsin,28,339.0,2.0
Keith Reynolds,Miami (OH),34,339.0,1.0
Nick DeGennaro,James Madison,21,338.0,0.0
J'Kalon Carter,Murray State,25,338.0,2.0
Ryan Jezioro,Idaho,25,338.0,2.0
Josh Lorick,Incarnate Word,48,338.0,1.0
Rocky Beers,Colorado State,26,337.0,3.0
Tre Williams III,North Texas,26,337.0,2.0
Colbie Young,Georgia,23,336.0,1.0
Glynn Johnson Jr,New Mexico State,27,335.0,3.0
Reis Kessel,North Dakota State,15,335.0,1.0
Bill Jackson,Northern Iowa,38,333.0,1.0
Harold Mack,Eastern Michigan,20,333.0,2.0
Miequle Brock,Nicholls,37,333.0,2.0
Ashton Bethel-Roman,Texas A&M,15,333.0,1.0
Ivory Aikens,Wofford,28,332.0,1.0
Jameel Gardner Jr.,Jackson State,29,332.0,1.0
Jay Melchiori,Valparaiso,29,332.0,0.0
Sahmir Hagans,Duke,32,332.0,4.0
Deion Richardson,Long Island University,26,332.0,0.0
Tre' Brown III,Old Dominion,19,331.0,1.0
Will Pauling,Notre Dame,24,331.0,4.0
Mudia Reuben,South Florida,32,330.0,1.0
Blaine Green,Stephen F. Austin,32,330.0,2.0
Ryan Ricketti,Valparaiso,37,330.0,1.0
Jett Carpenter,Nevada,32,329.0,0.0
Decker DeGraaf,Washington,30,329.0,0.0
Lucas Kopecky,Villanova,22,329.0,1.0
Trayjen Llanas-Wilcox,Campbell,20,329.0,0.0
Keshon Singleton,Indiana State,25,328.0,1.0
John Neider,UConn,22,328.0,0.0
Ky'Dric Fisher,Dartmouth,20,328.0,1.0
Tanook Hines,USC,26,327.0,1.0
Donovan Olugbode,Missouri,24,326.0,1.0
J'Koby Williams,Texas Tech,26,326.0,0.0
Rodney Harris II,Ohio,25,325.0,1.0
Benjamin Brahmer,Iowa State,31,325.0,3.0
Darrin Fugitt,Lindenwood,31,324.0,0.0
Peter Cleary,Central Connecticut,24,324.0,0.0
Baylin Brooks,Western Michigan,23,324.0,0.0
Michael Chandler II,Campbell,42,323.0,2.0
Gavin Freeman,Oklahoma State,40,323.0,0.0
Malik McNeely,VMI,23,322.0,1.0
Dave Pardo,Central Connecticut,25,322.0,2.0
R.J. Maryland,SMU,27,322.0,2.0
Jeremy Scott,South Alabama,22,322.0,1.0
Malique Leatherbury,Morgan State,30,320.0,2.0
Adrian Norton,Marshall,28,320.0,2.0
DeAirious Smith,Eastern Illinois,23,318.0,1.0
Jamari Johnson,Oregon,22,318.0,0.0
Brendan Lee,Cornell,30,318.0,0.0
Desmond Reid,Pittsburgh,23,317.0,2.0
Ethan Thulin,Dayton,21,317.0,0.0
Winston Moore,Colgate,22,317.0,1.0
Daveon Walker,Alabama A&M,27,317.0,1.0
Jack Endries,Texas,28,317.0,2.0
Ethan Conner,Troy,27,316.0,1.0
Josh Cuevas,Alabama,29,316.0,3.0
Tay Lanier,Colorado State,33,316.0,0.0
Chris Reed,Sam Houston,24,316.0,2.0
Titus Mokiao-Atimalala,UCLA,25,316.0,2.0
Micah Davis,Southern Miss,24,316.0,3.0
Cru Newman,Portland State,29,316.0,0.0
Seamus Gilmartin,Harvard,25,316.0,1.0
Kobe Prentice,Baylor,23,315.0,3.0
Jackson Canaan,San José State,32,315.0,0.0
Matt Childs,Brown,37,315.0,0.0
Nasim Cosby,North Carolina Central,22,315.0,0.0
KJ Fields,North Alabama,30,314.0,2.0
Cam Cook,Jacksonville State,30,314.0,0.0
Zycarl Lewis Jr.,Tulane,22,313.0,1.0
Wondame Davis Jr.,UTEP,18,313.0,2.0
Gabe Burkle,Iowa State,26,312.0,1.0
Luke Lindenmeyer,Nebraska,28,312.0,2.0
Christian White,Mississippi Valley State,17,312.0,0.0
Matthew Hibner,SMU,27,312.0,2.0
Casey McKinney,New Hampshire,26,312.0,0.0
Jayvontay Conner,East Carolina,21,312.0,2.0
Michael Rossin,Western Carolina,16,311.0,1.0
Cooper Willman,Eastern Illinois,19,311.0,2.0
Devonte Ross,Penn State,27,310.0,2.0
Jarvis Rush,Alcorn State,32,310.0,0.0
Drew Deck,Montana,25,310.0,1.0
Zach Switzer,Presbyterian,30,310.0,3.0
Noah Jennings,Cincinnati,21,309.0,0.0
Caden Burti,UAlbany,20,309.0,1.0
Reed Shumpert,Marist,26,309.0,0.0
Bruin Fleischmann,Air Force,19,309.0,4.0
Anthony Ice,Morehead State,25,309.0,2.0
CJ Brown,Arkansas,27,309.0,2.0
Scrappy Osby,Nicholls,36,308.0,0.0
Markell Holman,Western Illinois,36,307.0,0.0
Roland Dempster,Stony Brook,36,307.0,0.0
Lorenzo Jenkins,Bethune-Cookman,21,307.0,0.0
Marquawn McCraney,Idaho,22,306.0,1.0
Justus Ross-Simmons,Syracuse,19,306.0,4.0
Roman Laurio,Princeton,19,306.0,0.0
Courtland Simmons,Austin Peay,14,305.0,1.0
Jabez Woods,Montana State,18,305.0,2.0
Dane Steel,Montana State,29,304.0,1.0
Chris Mosley,North Carolina Central,29,304.0,2.0
Elijah Howard,Central Connecticut,40,303.0,2.0
JJ Henry,Abilene Christian,33,303.0,1.0
Malcolm Simmons,Auburn,23,302.0,0.0
Snap Reed,Tennessee State,32,302.0,0.0
Joshua Tracey,New Haven,20,301.0,2.0
Kaelan Chudzinski,Boston College,22,301.0,1.0
Thomas Lee,Robert Morris,20,301.0,1.0
Caleb Coombs,Jacksonville State,37,300.0,0.0
Blake Bohannon,Montana,22,300.0,0.0
CJ Miller,Mercer,23,300.0,0.0
Jamari Person,Liberty,27,300.0,0.0
Cameron Bates,Boise State,17,300.0,0.0
Alek Marshall,Cal Poly,19,299.0,1.0
Jake Thaw,Delaware,28,299.0,1.0
Bralon Brown,Southern Miss,25,298.0,1.0
A.J. Little,Chattanooga,23,298.0,0.0
Malik Rutherford,Georgia Tech,32,297.0,2.0
Kaleb Webb,Maryland,21,297.0,1.0
Hakeem Meggett,East Tennessee State,14,297.0,3.0
Micah Mays Jr.,Wake Forest,17,296.0,1.0
DJ Maultsby,St. Francis (PA),18,296.0,1.0
Braden Reed,Villanova,21,295.0,0.0
Ben Ford,Boise State,19,294.0,3.0
Marceese Yetts,Eastern Washington,34,294.0,0.0
Noah Meyers,Western Kentucky,28,294.0,1.0
Mason Mini,California,32,293.0,1.0
Jamil Bishop,Charleston Southern,22,293.0,1.0
Justin Perry,Morgan State,17,293.0,2.0
JJ Buchanan,Utah,21,293.0,2.0
Jekail Middlebrook,Middle Tennessee,34,293.0,0.0
Jayden Simpson,Long Island University,25,293.0,0.0
Tre Spivey,Arizona,19,292.0,4.0
Jaden Gibson,Samford,31,292.0,0.0
Mikey Matthews,UCLA,30,292.0,0.0
Dominic Dutton,Western Carolina,23,292.0,2.0
D'Andre Rogers,TCU,31,291.0,1.0
Gary Bryant Jr.,Oregon,24,291.0,4.0
Andrew Frazier,Davidson,30,290.0,0.0
Troy Worrell,Fordham,22,290.0,2.0
Waden Charles,UCF,26,290.0,0.0
Owen Dupree,West Georgia,25,290.0,1.0
RJ Garcia II,Bowling Green,27,289.0,0.0
Sawyer Racanelli,Wake Forest,16,289.0,0.0
Joshua Manning,Missouri,28,287.0,0.0
Joe Fagnano,UConn,10,287.0,10.0
Matt Lauter,Boise State,31,287.0,1.0
Charles Garrison,Northern Colorado,25,287.0,1.0
Jabril Carter,Fordham,21,287.0,1.0
Kyle Mcneal,Florida International,29,286.0,0.0
Riley Nowakowski,Indiana,23,286.0,1.0
Hardley Gilmore IV,Kentucky,26,285.0,0.0
Refeno Vangates,North Carolina Central,22,284.0,1.0
Jaden Platt,Arkansas,19,284.0,0.0
Ryan King,Montana State,12,284.0,0.0
Hank Foley,Drake,17,283.0,3.0
Jamison Warren,North Carolina A&T,22,283.0,2.0
Coleman Bennett,Kennesaw State,25,283.0,1.0
Hassan Mahasin,Georgetown,31,283.0,0.0
Josh Gary,Bucknell,30,282.0,0.0
Elisha Cummings,Idaho,24,282.0,1.0
Robert Williams,Louisiana,20,282.0,0.0
Drayden Dickmann,Rice,34,281.0,2.0
Devin Gandy,Louisiana Tech,18,281.0,0.0
Antonio Hunter,Howard,23,281.0,0.0
Mike Solomon,Youngstown State,16,281.0,2.0
Devin Downing,Southern Utah,23,281.0,0.0
Javonte Vereen,UConn,19,280.0,1.0
Brady Hutchison,Colgate,34,280.0,0.0
E.J. Horton,Purdue,26,280.0,0.0
Seth Sweitzer,Merrimack,25,279.0,1.0
Issac Glaudin,New Haven,20,279.0,1.0
Zavion Thomas,LSU,22,279.0,2.0
Robby Washington,Coastal Carolina,24,279.0,1.0
Blake Thomas,Lamar,14,279.0,3.0
Kamari Maxwell,Austin Peay,17,278.0,0.0
Deandre Buchannon,West Georgia,30,278.0,1.0
Emmett Johnson,Nebraska,45,278.0,1.0
Trey'Dez Green,LSU,22,278.0,4.0
Armani Winfield,Colorado State,21,278.0,2.0
Qian Magwood,Ball State,18,277.0,0.0
Jeremiyah Love,Notre Dame,27,277.0,3.0
Keegan Patterson,Indiana State,4,276.0,4.0
Emmerson Cortez-Menjivar,Idaho,22,275.0,0.0
Brian Courtney,Tennessee Tech,22,275.0,2.0
Jack Smith,South Dakota State,25,275.0,1.0
Cameron Wright,Coastal Carolina,24,274.0,1.0
Zion Steptoe,Tulsa,21,274.0,0.0
Devin Hester Jr.,Furman,21,274.0,0.0
Jonathan Harris,McNeese,24,274.0,4.0
Grayson Tempest,Tulsa,22,274.0,0.0
Marlion Jackson,Louisiana Tech,17,274.0,1.0
Willie Rodriguez,Kentucky,21,274.0,1.0
Ryan Tattersall,Harvard,17,273.0,1.0
Clay Thevenin,Louisiana Tech,28,272.0,0.0
Chrishon Mccray,Michigan State,21,272.0,1.0
Trenton Leary,Texas Southern,28,272.0,0.0
Richie Anderson,Fresno State,28,271.0,2.0
Eli Paulson,St. Thomas (MN),20,271.0,1.0
Pearson Baldwin,Jacksonville State,23,270.0,0.0
Jacob Petersen,Toledo,21,269.0,1.0
Luke Wysong,Arizona,20,269.0,2.0
Dakota Thomas,Nevada,26,269.0,1.0
NyGhee Lolley,Delaware State,22,269.0,0.0
Frankie Weaver,Monmouth,9,268.0,9.0
London Humphreys,Georgia,17,268.0,2.0
Jack Betten,Fordham,14,268.0,0.0
Jihad Marks,The Citadel,9,267.0,0.0
Jaylan Sanchez,James Madison,23,266.0,0.0
Chaz Middleton,Robert Morris,16,266.0,1.0
Noah Bennee,Weber State,23,266.0,0.0
Nic Trujillo,UL Monroe,20,266.0,1.0
Jason Palmieri,Sacred Heart,26,266.0,1.0
Dylan Redmon,Stetson,20,266.0,2.0
Eddie Kasper,Illinois State,26,266.0,1.0
Raleek Brown,Arizona State,31,266.0,0.0
Donavon Greene,Virginia Tech,16,266.0,2.0
Kyron Ware-Hudson,Penn State,21,265.0,1.0
Richie Hoskins,Vanderbilt,24,265.0,1.0
Teddy Hoffmann,NC State,24,265.0,0.0
Jordan King,California,21,265.0,1.0
Peyton Higgins,Troy,32,264.0,0.0
Terry Lockett,Eastern Michigan,19,263.0,1.0
Grant Hollier,Georgia State,18,263.0,0.0
Damon Bankston,New Mexico,23,263.0,1.0
Ty Curran,Holy Cross,22,262.0,0.0
Jordan Fisher,UC Davis,22,262.0,0.0
Jeremiah Colclough,Wagner,32,262.0,1.0
Tyler Fortenberry,Arkansas State,30,262.0,0.0
Donnie Gray,Massachusetts,28,262.0,0.0
Mason Williams,Ohio,24,262.0,2.0
Cam Ransom,Bethune-Cookman,8,262.0,8.0
Lukkas Londono,Towson,19,262.0,2.0
Diego Pavia,Vanderbilt,8,262.0,8.0
Karim Page,East Tennessee State,28,261.0,1.0
Sam Phillips,Iowa,16,261.0,0.0
Jonah Dawson,Air Force,12,260.0,1.0
Kaden Eggett,Utah Tech,23,260.0,0.0
Keenan Jackson,NC State,27,260.0,2.0
Sawyer Robertson,Baylor,10,259.0,10.0
Roman Mothershed,Troy,23,259.0,1.0
Eugene Wilson,Florida,26,259.0,1.0
Bradley Schlom,San Diego,25,258.0,1.0
Levi Wentz,Kansas,16,258.0,2.0
Joshua Jackson,McNeese,20,258.0,0.0
Peyton Nelson,St. Francis (PA),31,258.0,0.0
Patrick Boyd Jr.,Western Carolina,26,257.0,1.0
Andre Cooper II,Howard,19,257.0,0.0
Karsyn Pupunu,Hawai'i,30,256.0,0.0
Jay Graves-Billips,The Citadel,27,256.0,0.0
Karaaz Johnson,Nicholls,20,256.0,1.0
Brody Reina,Davidson,20,256.0,2.0
Makai Cope,Missouri State,18,256.0,0.0
Maguire Anderson,Florida International,22,255.0,0.0
Josh Rillos,Utah Tech,22,255.0,1.0
Carter Moses,UAlbany,22,255.0,0.0
Javin Whatley,Arizona,32,255.0,1.0
Chris Rhone,Charleston Southern,22,255.0,0.0
Noah Gregg,North Alabama,19,255.0,4.0
Ethan Shine,Robert Morris,24,255.0,1.0
Kian Salehi,Cal Poly,19,254.0,1.0
Kerien Charlo,Texas Southern,28,254.0,0.0
Jaylen Lynch,Portland State,20,254.0,1.0
Joshua Burrell,Furman,34,254.0,2.0
Marcello Bussey,Memphis,24,253.0,0.0
Jayden Sellers,South Carolina,19,253.0,0.0
Isaiah Lemmond,William & Mary,24,253.0,0.0
Jamal Haynes,Georgia Tech,30,253.0,0.0
Jamarien Wheeler,Eastern Michigan,21,252.0,1.0
Zimere Winston,Elon,14,252.0,2.0
Rico Flores,UCLA,23,252.0,0.0
Kendric Rhymes,Tennessee State,26,251.0,1.0
Omarion Blakes,Alcorn State,33,251.0,1.0
Rodney Fields Jr.,Oklahoma State,24,251.0,1.0
Aveion Chenault,Western Michigan,20,251.0,2.0
Chris Colby,Villanova,12,251.0,1.0
Nolan Ulm,Eastern Washington,27,250.0,0.0
Adam Randall,Clemson,31,250.0,3.0
Dean Hangey,Sacred Heart,23,250.0,2.0
Miles Kitselman,Tennessee,25,250.0,2.0
Jordan Chambers-Smith,Alabama A&M,19,250.0,2.0
DJ Vonnahme,Iowa,20,250.0,0.0
Jordan Edwards,Florida A&M,14,250.0,1.0
Jacob Gill,Iowa,21,249.0,0.0
Landon Sims,Hawai'i,33,249.0,1.0
Cole Pruett,Eastern Washington,25,249.0,0.0
Solomon Beebe,UAB,30,249.0,0.0
Rodney Gallagher,West Virginia,28,249.0,0.0
Elijah Kennedy,North Carolina A&T,23,248.0,0.0
Landen Chambers,Central Arkansas,27,248.0,0.0
Nate Garnett,Austin Peay,16,248.0,0.0
Everett Hunter,Nicholls,21,247.0,0.0
Jackson Dufrene,Nicholls,14,246.0,1.0
Malachi Jackson,Southern,16,245.0,0.0
Lavon Brown,Colorado State,22,244.0,0.0
Donovan Hamilton,Ball State,20,244.0,0.0
J.B. Mitchell,Abilene Christian,21,244.0,1.0
Rayshon Luke,Fresno State,34,244.0,2.0
Charlie Browder,East Tennessee State,17,244.0,1.0
Wesley Garrett,Eastern Washington,21,243.0,0.0
Tyson Davis,Central Michigan,19,243.0,1.0
Xavier Townsend,Iowa State,18,243.0,0.0
Eric Weatherly,Ball State,28,243.0,0.0
Richard Ransom,Robert Morris,18,243.0,0.0
Kaleb Brown,UAB,16,242.0,1.0
Javion Kinnard,Colorado State,18,242.0,1.0
Camo Nelson,Mississippi Valley State,29,242.0,0.0
Dillon Bell,Georgia,22,242.0,0.0
Rodney Nelson,Monmouth,32,241.0,1.0
Jackson Williams,North Dakota State,15,241.0,0.0
Emmett Mosley V,Texas,16,241.0,0.0
Patrick Overmyer,UTSA,22,241.0,1.0
Levi Linowes,Brown,19,241.0,1.0
Noah Short,Army,20,241.0,0.0
Hunter Welcing,Northwestern,24,240.0,1.0
Lincoln Pare,Texas State,34,240.0,0.0
Chris Long,Montana State,17,240.0,0.0
Painter Richards-Baker,Western Carolina,17,240.0,3.0
Josh Fillion,New Hampshire,23,240.0,1.0
Nebanye Moore,Charleston Southern,24,239.0,0.0
Landon Cooper,Eastern Washington,22,239.0,2.0
Jordan Allen,Georgia Tech,18,238.0,0.0
Kenny Fletcher,Rutgers,26,238.0,0.0
Cam Barfield,Hawai'i,25,237.0,2.0
Jai'Den Thomas,UNLV,36,237.0,1.0
Daniel Lopes,Campbell,19,237.0,0.0
Marquis Willis,Tarleton State,13,237.0,1.0
Izaha Jones,Lamar,21,237.0,0.0
Jackson Blee,William & Mary,18,237.0,2.0
Alijah Cason,Holy Cross,21,237.0,1.0
Donovan Weatherly,Dayton,16,236.0,4.0
Asa Gregg,Alabama State,17,236.0,1.0
Kameran Senegal,McNeese,22,235.0,0.0
Arlie Lee,Central Arkansas,11,235.0,1.0
Nate Sheppard,Duke,30,235.0,1.0
Kenaz McMillian,Elon,22,235.0,0.0
Joe Kerbacher,Mercyhurst,24,235.0,0.0
Ethan Davis,Tennessee,20,234.0,0.0
Andreas Hill,Richmond,16,234.0,1.0
Christian Neptune,South Florida,28,234.0,1.0
Justin Bowick,Illinois,19,234.0,4.0
LJ Martin,BYU,29,234.0,0.0
Damani Williams,Central Connecticut,23,234.0,0.0
Nathan Stewart,Delaware State,19,233.0,0.0
Marcus Bellon,Nevada,23,233.0,0.0
Raiden Vines-Bright,Washington,21,233.0,0.0
Brandon Hayes,SE Louisiana,19,233.0,2.0
Eni Falayi,Wake Forest,19,232.0,1.0
Tyson Schilling,St. Thomas (MN),12,232.0,0.0
Dallas Payne,Florida International,23,232.0,0.0
Tyran Warren,Alcorn State,17,232.0,1.0
Keontez Lewis,Oklahoma,19,231.0,2.0
Tama Uiliata,Hawai'i,28,231.0,0.0
Hayden Hansen,Florida,28,231.0,1.0
Gregory DeRosiers,Memphis,32,230.0,1.0
Christopher Hall,San Diego,19,229.0,1.0
Korey Tai,North Dakota,20,229.0,2.0
Greyton Gannon,South Dakota State,23,229.0,2.0
James BlackStrain,Missouri State,20,229.0,1.0
Tavian Cord,UT Rio Grande Valley,14,228.0,2.0
Cade Keith,New Mexico,19,228.0,1.0
Jonah Burton,Idaho State,20,228.0,0.0
Matt Wagner,Boise State,21,228.0,0.0
Brett Norfleet,Missouri,30,228.0,4.0
Zay Perkins,Towson,13,227.0,1.0
Terrence Rone,Delaware State,14,227.0,0.0
CJ Adams,Wofford,16,227.0,2.0
Oscar Delp,Georgia,16,227.0,0.0
Michael Washington,Arkansas,28,226.0,1.0
Eric Willis III,UTEP,24,226.0,0.0
Cole Rusk,Illinois,20,226.0,1.0
Miles Campbell,Florida A&M,17,226.0,0.0
Daniel Thomason,Utah Tech,20,225.0,2.0
Lyndon Ravare,Kennesaw State,20,225.0,1.0
Maxwell James,Monmouth,21,225.0,2.0
Asa Chatman,Utah Tech,40,224.0,0.0
Nate Anderson,Bucknell,19,224.0,1.0
Ayden Williams,Mississippi State,19,224.0,0.0
Evan Chieca,New Haven,27,224.0,3.0
Jo'Nathan Silver,Delaware,27,224.0,1.0
Max Patterson,Delaware,18,224.0,1.0
Brandon Inniss,Ohio State,29,223.0,1.0
Gemari Sands,Florida Atlantic,39,223.0,0.0
Cole Keller,East Tennessee State,19,223.0,1.0
Walker Lyons,USC,20,223.0,2.0
Lofton O'Groske,South Dakota State,15,222.0,1.0
Donovan Lewis,Delaware,19,222.0,0.0
Latrelle Murrell,West Georgia,20,222.0,2.0
Kameron Courtney,Virginia,22,222.0,0.0
Darius Taylor,Minnesota,30,222.0,0.0
Myles Thomason,New Hampshire,27,222.0,0.0
Archie Cox,Butler,12,221.0,2.0
Brian Henry,Abilene Christian,20,221.0,3.0
Porter Rooks,Eastern Michigan,27,221.0,0.0
Dequan Stanley,Eastern Kentucky,20,221.0,1.0
Turbo Richard,Boston College,29,220.0,2.0
JoJo Earle,UNLV,17,220.0,0.0
Shamar Rigby,Oklahoma State,20,220.0,0.0
Ezekiel Avit,Fresno State,21,220.0,0.0
Stephon Johnson Jr.,Houston,11,220.0,1.0
Colton Joseph,Old Dominion,6,220.0,5.0
Jalen Smith,New Haven,23,219.0,1.0
JP Coulter,UL Monroe,20,219.0,0.0
Ethan Harris,Furman,20,219.0,0.0
Armon Wright,William & Mary,19,219.0,1.0
Kendrick Raphael,California,29,219.0,0.0
Grayson Barnes,West Virginia,19,219.0,0.0
JaCorey Hyder,Lamar,15,218.0,1.0
Derek Eusebio,Arizona State,19,218.0,0.0
Jaylen Sargent,Wyoming,19,218.0,0.0
Jamarii Robinson,Chattanooga,14,218.0,1.0
BJ Alexander,Duquesne,21,218.0,2.0
Nathan Denney,UT Rio Grande Valley,20,218.0,0.0
Jordan Jackson,Arkansas-Pine Bluff,16,218.0,0.0
Deuce McMillan,Houston Christian,24,217.0,1.0
Quanye Veney,Richmond,18,217.0,0.0
Marshawn Ferguson,Hampton,23,217.0,0.0
Caden Dennis,North Dakota,16,216.0,0.0
Savion Hart,Georgetown,14,216.0,1.0
Andrel Anthony Jr.,Duke,24,216.0,3.0
Scottie Alexander,UT Martin,23,216.0,0.0
Myles Walker,Akron,20,215.0,0.0
Devin Mockobee,Purdue,18,215.0,0.0
Ethan Wright,Youngstown State,22,214.0,0.0
Jalen Patrick,Presbyterian,16,214.0,1.0
Cameron Flowers,Western Kentucky,19,214.0,1.0
Jeremy Decaro,Marist,26,214.0,0.0
Trevon Tate,UTEP,18,213.0,1.0
Kyirin Heath,Southern Miss,18,213.0,1.0
DeaMonte Trayanum,Toledo,19,213.0,1.0
Jayvian Allen,North Alabama,18,213.0,0.0
Deantre Jackson,SE Louisiana,26,212.0,2.0
Arhmad Branch,Purdue,14,212.0,2.0
Tristan Smith,Clemson,20,212.0,1.0
Cam Jefferson,Southern,16,212.0,1.0
Kylen Evans,Texas State,15,211.0,1.0
Jasiah Barron,UAlbany,17,211.0,1.0
Sedrick Alexander,Vanderbilt,17,211.0,4.0
Joseph Kennerly,Morgan State,22,211.0,0.0
Colby Alexander,Wofford,22,210.0,1.0
Barika Kpeenu,North Dakota State,18,210.0,0.0
Nick Munson,Butler,27,210.0,1.0
Jobe Bryant,Southeast Missouri State,18,209.0,0.0
Travon Jones,Prairie View A&M,23,209.0,1.0
Marlin Klein,Michigan,20,209.0,1.0
Ja'Carree Kelly,Delaware,27,209.0,1.0
Bryce Caufield,Oregon State,27,209.0,1.0
Bryson Barnes,Utah State,6,209.0,5.0
Jay Maclin,Kentucky,13,209.0,0.0
Nolan McWilliams,Idaho,18,208.0,0.0
Bauer Sharp,LSU,20,208.0,1.0
Dacari Collins,Louisville,12,208.0,0.0
Nicholas Singleton,Penn State,23,208.0,0.0
Parker Jones,Campbell,17,207.0,0.0
Brady Kluse,Memphis,20,207.0,1.0
Omari Evans,Washington,12,207.0,1.0
Michael Fitzgerald,Wyoming,14,207.0,1.0
Ty Moore,Northwestern State,9,207.0,1.0
Delon Thompson,Portland State,21,207.0,0.0
Kobe Paul,Jackson State,12,206.0,0.0
Beckett Robinson,Columbia,13,206.0,0.0
Sean McElwain,William & Mary,13,206.0,3.0
Toric Goins Jr.,UTEP,13,206.0,1.0
Tavahri Groves,UAlbany,13,205.0,2.0
Malik Sherrod,Boise State,24,205.0,1.0
Mark Bails,Southern Utah,9,205.0,2.0
Trech Kekahuna,Wisconsin,24,205.0,0.0
Cannon Dinger,Morehead State,13,205.0,2.0
Brock Biestek,Georgetown,21,205.0,0.0
Austin Palmer,Merrimack,18,205.0,1.0
Jackson Green,Princeton,14,205.0,0.0
AJ Adams,Davidson,15,204.0,0.0
Jaden Proctor,East Texas A&M,22,204.0,1.0
Myles Montgomery,UCF,17,204.0,0.0
J'mari Taylor,Virginia,38,204.0,0.0
Takye Heath,Virginia Tech,21,203.0,1.0
Brock Montgomery,Tennessee State,20,203.0,0.0
Randy Pittman,Florida State,22,203.0,2.0
Landers Green,Eastern Illinois,14,203.0,0.0
Devaughn Mortimer,Stephen F. Austin,25,203.0,0.0
Jacob Bostick,San Diego State,12,203.0,3.0
Larry Simmons,Utah,12,203.0,2.0
Bryson Graves,Coastal Carolina,26,203.0,0.0
Braden Dougherty,Columbia,16,202.0,0.0
Tawaski Abrams,Florida,14,202.0,0.0
Chris Parson,Austin Peay,8,201.0,7.0
Michael Masunas,Michigan State,16,201.0,1.0
Alex Herrera,Eastern Illinois,19,201.0,0.0
Dean Connors,Houston,25,201.0,1.0
Amorion Walker,Middle Tennessee,15,201.0,1.0
Matt Fogler,Colgate,15,200.0,0.0
Landon Collins,Middle Tennessee,16,200.0,0.0
Ryan Petras,Duquesne,11,200.0,3.0
Teree McDonald,Wagner,31,200.0,0.0
Ty Pennington,Northern Arizona,7,199.0,7.0
Nicholas Sowell,South Carolina State,18,198.0,1.0
Chris Domercant,UCF,19,198.0,2.0
Jayden West,Eastern Kentucky,18,198.0,1.0
Nick Lemon,Dartmouth,15,198.0,0.0
Cole Spence,Vanderbilt,12,198.0,1.0
Kyle Parker,LSU,18,197.0,3.0
Lanorris Sellers,South Carolina,4,197.0,3.0
RJ Johnson III,Florida A&M,9,197.0,9.0
Marvis Parrish,Western Kentucky,35,197.0,1.0
Johnmichael Gyllenborg,Wyoming,22,197.0,0.0
Jack Layne,New Mexico,5,197.0,4.0
Kaleb Heatherly,North Alabama,16,196.0,1.0
Lloyd Avant,Colorado State,23,196.0,0.0
Jordan Simmons,Georgia State,28,196.0,1.0
Dayan Bilbo,East Texas A&M,12,196.0,0.0
Micah Tease,Tulsa,12,196.0,1.0
Josh Kattus,Kentucky,17,195.0,2.0
Semaj Morgan,Michigan,18,195.0,1.0
Rodny Ojo,Prairie View A&M,17,195.0,0.0
Zack Marshall,Michigan,15,195.0,1.0
JoJo Stone,Florida International,18,195.0,0.0
Isaiah Spencer,Virginia Tech,14,194.0,0.0
Evens Valcourt,Mississippi Valley State,22,194.0,0.0
Donovan Murph,South Carolina,13,194.0,0.0
Terrell Crosby Jr.,Toledo,16,194.0,1.0
Ellis Stewart,Arkansas-Pine Bluff,24,194.0,2.0
Joseph Williams,Holy Cross,17,193.0,1.0
Trevor Wilson,Campbell,22,193.0,0.0
Isaiah Grimes,Georgetown,21,193.0,3.0
Shawn Miller,New Mexico,14,193.0,1.0
Tennel Bryant,South Dakota,9,193.0,0.0
RJ Lamarre,Stony Brook,20,193.0,0.0
Ke'Travion Hargrove,Old Dominion,6,192.0,1.0
Kylen Austin,UAlbany,17,192.0,0.0
Jairus Mack,Western Kentucky,20,192.0,1.0
Griffin Woodell,UAlbany,21,192.0,1.0
Jalen Cooper,SMU,14,191.0,1.0
Landan Brown,Sam Houston,30,191.0,0.0
Jordan Dever,Montana,10,191.0,1.0
Bailey Stockton,Georgia Tech,19,190.0,0.0
Chris Gundy,Valparaiso,14,190.0,0.0
Brooks Wheatley,Cal Poly,16,190.0,1.0
Bryce Yates,Pittsburgh,9,190.0,1.0
Paul Kuhner,Princeton,10,190.0,0.0
Keith Wheeler,Houston Christian,16,189.0,0.0
Matt Vezza,New Hampshire,6,189.0,6.0
Reese Smith,Liberty,21,189.0,1.0
Luke Hensley,Youngstown State,13,189.0,0.0
Ismael Smith Flores,UT Rio Grande Valley,16,189.0,3.0
Malachi Townsend,Stetson,17,188.0,0.0
Raydrian Baltrip,Abilene Christian,21,188.0,0.0
